0,0.19695
1,0.49954
2,0.80072
3,1.5412
4,2.2392
5,2.0352
6,1.9979
7,1.7532
8,3.0906
9,2.5181
10,2.4367
11,1.8381
12,2.1071
13,3.5309
14,1.9047
15,4.7512
16,3.7894
17,5.2886
18,2.4468
19,4.9872
20,6.0095
21,5.6851
22,6.1663
23,6.2101
24,6.82
25,5.7572
26,7.5346
27,7.086
28,6.9984
29,9.649
30,9.5639
31,8.6394
32,8.0179
33,9.3465
34,10.545
35,10.921
36,9.4918
37,11.088
38,9.4956
39,10.62
40,13.479
41,10.875
42,12.567
43,13.608
44,12.908
45,12.32
46,14.456
47,11.695
48,13.087
49,12.173
50,11.457
51,14.07
52,12.195
53,12.29
54,14.377
55,12.774
56,12.775
57,12.454
58,13.887
59,12.982
60,12.938
61,13.525
62,14.758
63,13.12
64,13.675
65,14.288
66,12.972
67,15.067
68,15.235
69,13.546
70,13.902
71,15.282
72,15.01
73,13.123
74,13.576
75,14.621
76,14.035
77,14.419
78,15.051
79,15.414
80,15.161
81,13.733
82,13.048
83,14.395
84,13.767
85,13.04
86,13.452
87,14.6
88,14.969
89,15.608
90,15.021
91,14.828
92,14.222
93,13.557
94,13.618
95,13.91
96,13.629
97,12.132
98,13.186
99,12.67
100,13.673
